CaseNumber,CaseName,CaseCategoryDesc,CaseStatusDesc,PrimaryLaw,PrimarySection,DateFiled,SettlementDate,FedPenalty,SEPCost,TotalCompActionAmt,SettlementCnt
04-1997-0470,ALBRIGHT ENTERPRISES,Administrative - Formal,Closed,CWA,308,,09/18/1997,0,0,0,1
04-1997-0558,REGENCY HOMES AND DARRELL LANDON,Administrative - Formal,Final Order Issued,CWA,404,,03/14/1997,0,0,10000,1
04-1997-0579,"KISSIMMEE, FL, CITY OF",Administrative - Formal,Closed,CWA,405,,09/11/1997,0,0,0,1
04-1997-0580,BROWNIE ENVIRONMENTAL SERVICES,Administrative - Formal,Final Order Issued,CWA,405,,09/12/1997,0,0,0,1
04-1997-0581,"CROTTY RESIDUAL MANAGEMENT, INC.",Administrative - Formal,Final Order Issued,CWA,405,,09/11/1997,0,0,300,1
04-1997-0591,"WHITE, HUNT AND HUNT PARTNERSHIP",Administrative - Formal,Final Order Issued,CWA,404,07/14/1997,08/07/1997,0,0,0,1
04-1997-0594,"ALLMAN, DR. JOHN M. III",Administrative - Formal,Final Order Issued,CWA,404,,09/05/1997,0,0,0,1
04-1998-0014,"DAVIE, FL, TOWN OF",Administrative - Formal,Closed,CWA,405,,10/20/1997,0,0,0,1
04-1998-0029,"CHAVEZ USED AUTO PARTS, INC.",Administrative - Formal,Final Order Issued,CWA,308,,11/20/1997,0,0,0,1
04-1998-0030,"TROPICAL PALLETS, INC.",Administrative - Formal,Final Order Issued,CWA,301A,,11/20/1997,0,0,0,1
04-1998-0032,"ORANGE PARK, FL, TOWN OF",Administrative - Formal,Closed,CWA,301,,12/04/1997,0,0,0,1
04-1998-0067,"ARRAY, PAUL SANTO",Administrative - Formal,Complaint Filed/AO Issued,CWA,404,01/16/1998,,,,,
04-1998-0068,"EUSTIS, FLORIDA, CITY OF",Administrative - Formal,Final Order Issued,CWA,405,,11/21/1997,0,0,0,1
04-1998-0069,"INFRASTRUCTURE IMPACT, INC.",Administrative - Formal,Closed,CWA,405,,10/20/1997,0,0,0,1
04-1998-0070,"MOUNT DORA, FLORIDA CITY OF",Administrative - Formal,Closed,CWA,405,,11/22/1997,0,0,0,1
04-1998-0071,"TAVARES, FLORIDA, CITY OF",Administrative - Formal,Final Order Issued,CWA,405,,11/21/1997,0,0,0,1
04-1998-0072,"MIAMI METALS, INC.",Administrative - Formal,Final Order Issued,CWA,308,,12/08/1997,0,0,0,1
04-1998-0077,EBG INSURANCE COMPANY,Administrative - Formal,Final Order Issued,CWA,404,12/04/1997,01/13/1998,5001,0,0,1
04-1998-0090,WCI COMMUNITIES PROPERTY LTD.,Administrative - Formal,Closed,CWA,308,,01/26/1998,0,0,0,1
04-1998-0094,U.S. NAVAL AIR STATION - JACKSONVILLE WWTP,Administrative - Formal,Closed,CWA,301A,,02/17/1998,0,0,0,1
04-1998-0095,U.S. NAVAL PUBLIC WORKS CENTER - MAYPORT WWTP,Administrative - Formal,Closed,CWA,301A,,02/17/1998,0,0,0,1
04-1998-0098,"TALLAHASSEE, FL, CITY OF/LAKE BRADFORD WRF",Administrative - Formal,Closed,CWA,OTHER,,03/02/1998,0,0,0,1
04-1998-0100,"TALLAHASSEE, FL, CITY OF/SMITH, THOMAS P. WRF",Administrative - Formal,Closed,CWA,OTHER,,03/02/1998,0,0,0,1
04-1998-0101,"TALLAHASSEE, FL, CITY OF/SMITH, THOMAS P. WRF",Administrative - Formal,Closed,CWA,405,03/02/1998,10/07/1998,7000,0,0,1
04-1998-0102,"TALLAHASSEE, FL, CITY OF/LAKE BRADFORD WRF",Administrative - Formal,Closed,CWA,405,03/02/1998,10/07/1998,7000,0,0,1
04-1998-0114,"VOLUSIA COUNTY, FL - TOMOKA LANDFILL RMF",Administrative - Formal,Final Order Issued,CWA,405,,03/19/1998,0,0,0,1
04-1998-0123,"BOWLING GREEN, FL, CITY OF",Administrative - Formal,Closed,CWA,308A,02/05/1998,08/06/1998,2057,0,0,1
04-1998-0133,"APALACHICOLA MANAGEMENT, INC.",Administrative - Formal,Final Order Issued,CWA,404,12/12/1997,12/12/1997,0,0,0,1
04-1998-0134,WILKINSON MARINE,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0135,HARLEY BOAT CORPORATION,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0136,DUCKWORTH STEEL BOATS,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0138,RIDGE RUNNER AIR BOATS,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0139,"ROBERT BARNETT, INC.",Administrative - Formal,Final Order Issued,CWA,308,,03/31/1998,0,0,150,1
04-1998-0142,"BEACHCAT BOATS, INC.",Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0143,"BERTON CUSTOM CRAFTS, INC.",Administrative - Formal,Final Order Issued,CWA,308,,03/31/1998,0,0,150,1
04-1998-0144,BILL BROWN ENTERPRISES,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0145,BOAT DOC,Administrative - Formal,Final Order Issued,CWA,308,,03/19/1998,0,0,150,1
04-1998-0146,BOCA GRANDE BOATS,Administrative - Formal,Final Order Issued,CWA,308,,03/31/1998,0,0,150,1
04-1998-0147,COOPER MARINE,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0148,ROSCIOLI INTERNATIONAL DONZI YACHTS,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0149,FULL PERFORMANCE AIRBOATS,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0150,MIKE SANDERS MARINE SERVICES,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0151,SAILORS WHARF,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0152,FACT MARINE,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0153,SPECTRE POWERBOATS,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0154,TOM SMITH CUSTOM BOATS,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0155,HEXE MARINE,Administrative - Formal,Final Order Issued,CWA,308,,03/31/1998,0,0,150,1
04-1998-0156,UNIVERSAL MARINE CORPORATION,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0157,"H & H FIBERGLASS, INC.",Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0158,UNITED WORLD INTERPRISE,Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0159,"VER-MAR, INCORPORATED",Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0160,"IMPERIAL YACHT CENTER, INC.",Administrative - Formal,Final Order Issued,CWA,308,,03/31/1998,0,0,150,1
04-1998-0161,"JET MARINE, INC.",Administrative - Formal,Final Order Issued,CWA,308,,03/31/1998,0,0,150,1
04-1998-0162,"HENDERSON YACHT DESIGNS, INC.",Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0163,"DOUBLE EAGLE WOODWORKING, INC.",Administrative - Formal,Closed,CWA,308,,03/31/1998,0,0,150,1
04-1998-0164,"PORT ST. JOE, FL, CITY OF",Administrative - Formal,Final Order Issued,CWA,404,,12/30/1997,0,0,0,1
04-1998-0168,"CENTURY SAVANNAH BUILDERS, INC.",Administrative - Formal,Complaint Filed/AO Issued,CWA,404,03/11/1998,,,,,
04-1998-0184,SHURHOLD PRODUCTS COMPANY,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0185,"SIGNATURE MARINE MFG., INC.",Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0186,STERLING YACHTS INTERNATIONAL,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0187,"SUBMARINES, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,0,1
04-1998-0188,T & D INDUSTRIES,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0189,"TILTON BOATWORKS INTERNATIONAL, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0190,TOLLIVER ALUMINUM SERVICE,Administrative - Formal,Closed,CWA,308,,04/08/1998,0,0,150,1
04-1998-0191,TRINITY YACHTS,Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0192,ULTIMA II MARINE DIVISION,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0193,USA CATAMARANS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0194,"VIVA YACHTS, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0195,"YACHT BASIN, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0196,"AVANTI POWERBOATS, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0197,"FREEPORT, FL, CITY OF",Administrative - Formal,Closed,CWA,405,,04/09/1998,0,0,150,1
04-1998-0198,"DEFUNIAK SPRINGS, FL, CITY OF",Administrative - Formal,Final Order Issued,CWA,405,,04/09/1998,0,0,150,1
04-1998-0199,"PACE WATER SYSTEM, INC.",Administrative - Formal,Closed,CWA,405,,04/09/1998,0,0,0,1
04-1998-0200,"CONTENDER BOATS, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0201,DEFENDER YACHT CORPORATION,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0202,GARLINGTON LANDEWEER MARINE,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0203,"MAKO MARINE, INC.",Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0204,"NORSE DIESEL REPAIRS FLORIDA, INC.",Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0205,"POWER PLAY MARINE, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0206,BAYFRONT INDUSTRIES,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0207,B & C MARINE,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0208,"MARINE MACHINE, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0209,BIG O BOATS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0210,BOBBY MOORES CUSTOM MARINE,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0211,"MARINE MFG., INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0212,MARES INTERNATIONAL,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0213,MARINE DRIVE SERVICE,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0214,"MARK 1 POWER BOATS, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0215,"MIAMI MARINE PRODUCTS, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0216,MONZA POWER BOATS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0217,"NOVURANIA OF AMERICA, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0218,OCEAN MASTER MARINE,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0219,"PANTERA POWER BOATS, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0220,PHOENIX MARINE,Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0221,POLARIS MOTOR ALCOBEL,Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0222,PRECISION MARINE PRODUCTS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0223,"RYCO MARINE CUSTOM BOAT WORKS, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0224,SEACHOICE PRODUCTS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0225,SEAMASTER YACHTS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0226,SEA TAXI YACHTS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0227,"BRADLEY BOAT REPAIR, INC.",Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0228,"C & F MARINE, INC.",Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0229,CONCEPT BOATS,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0230,"CONDOR POWER BOAT, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0231,CONSOLIDATED YACHT CORPORATION,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0232,"COURT MARITIME, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0233,DIAMOND MARINE CORPORATION,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0234,"FLORIDA WIRE & CABLE, INC.",Administrative - Formal,Closed,CWA,301,,04/16/1998,0,0,0,1
04-1998-0237,"EKKWILL TROPICAL FISH FARM, INC.",Administrative - Formal,Closed,CWA,404,04/21/1998,12/02/1998,3000,0,0,1
04-1998-0239,NORSEMAN SHIPBUILDING CORPORATION,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0240,"EAGLE BOAT, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0241,FERRETTI OF AMERICA,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0242,"HALCYON YACHT SERVICE, INC.",Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0243,HERB PHILLIPS YACHT SALES,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0244,HEWES MANUFACTURING COMPANY,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0245,HI TECH MARINE,Administrative - Formal,Closed,CWA,308,,04/07/1998,0,0,150,1
04-1998-0247,JIM SMITH BOATS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0248,LEAR MARINE,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0249,MANTA RACING,Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0253,SEMINOLE MARINE,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0254,"COMMERCIAL MARINE, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0255,"BLAZER BOATS, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0256,BAYLINER MARINE CORP.,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0257,"SPORTCRAFT, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0258,KMD SHIP REPAIR CAPE CANAVERAL,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0263,"SCANDY WHITE BOATS, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0264,"NOEKER, TOM",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0265,STEPHEN MARINE CORPORATION,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0266,"ST. HUGH, INC.",Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0267,PREMIUM CUSTOM BOATS,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0268,P R SPECIALTY,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0269,DEL MAR MARINE,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0270,COASTLINE BOATS,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0271,BOB & ANNIES MARINE RAILWAY,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0272,MILLER MARINE,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0273,MILLER MARINE,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0274,GILLMAN MARINE,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0275,FRANKLIN SHIP BUILDING CORPORATION,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0276,EUROSPORT MARINE,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0277,CRYSTAL CRAFT,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0278,BRACEWELL BOATS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0279,WILLIAM THE HENRY BOATWORKS,Administrative - Formal,Final Order Issued,CWA,308,,04/29/1998,0,0,150,1
04-1998-0288,SCHOFIELDS BOATWORKS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0289,"K. L. INDUSTRIES, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0292,INGALLS SHIPBUILDING CORPORATION,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0293,GEOMETRIC SUPPLY COMPANY,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0294,GENESIS FLAT BOTTOM,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0295,"UNLIMITED GLASSWORKS, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0296,"UNDERSEE, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0297,SLM BOATS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0298,OUTLAW PRODUCTS AND DESIGN,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0299,OTTER AIRBOATS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0300,"MARITEC INDUSTRIES, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0302,"JOHANNSEN BOAT WORKS, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0303,J. B. AIRBOAT SERVICES,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0304,"INNOVATIVE FABRICATION, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0305,FALCON BOATS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0306,ECKLER BOATS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0307,"CANAVERAL CUSTOM BOATS, INC.",Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0308,BASS GAMBLER BOATS,Administrative - Formal,Closed,CWA,308,,04/29/1998,0,0,150,1
04-1998-0310,WCI COMMUNITIES PROPERTY LTD,Administrative - Formal,Closed,CWA,308,,05/14/1998,0,0,1500,1
04-1998-0347,ARMSTRONG NAUTICAL PRODUCTS,Administrative - Formal,Final Order Issued,CWA,308,,04/07/1998,0,0,150,1
04-1998-0350,KOPPERS INDUSTRIES (NATIONAL CASE) (LEAD),Judicial,Closed,CWA,301/402,01/15/2003,05/13/2008,1353968,0,1494140,2
04-1998-0362,"CENTURY SAVANNAH BUILDERS, LTD",Administrative - Formal,Closed,CWA,404,07/14/1998,10/01/1998,60000,0,0,1
04-1998-0373,CORSA MARINE LIMITED,Administrative - Formal,Final Order Issued,CWA,308,,07/17/1998,0,0,200,1
04-1998-0377,HOOG BOATS,Administrative - Formal,Final Order Issued,CWA,308,,07/17/1998,0,0,0,1
04-1998-0403,HYDRO TECH GENERAL,Administrative - Formal,Final Order Issued,CWA,308,,07/17/1998,0,0,200,1
04-1998-0404,ORCA YACHTS,Administrative - Formal,Final Order Issued,CWA,308,,07/17/1998,0,0,200,1
04-1998-0405,SHORT GUYS SMALL BOATS,Administrative - Formal,Final Order Issued,CWA,308,,07/17/1998,0,0,200,1
04-1998-0409,JBI MARINE,Administrative - Formal,Final Order Issued,CWA,308,,07/17/1998,0,0,200,1
04-1998-0410,DIAMONDBACK AIRBOATS,Administrative - Formal,Closed,CWA,308,,07/17/1998,0,0,200,1
04-1998-0411,"HOVERCRAFT CONCEPTS, INC.",Administrative - Formal,Closed,CWA,308,,07/17/1998,0,0,200,1
04-1998-0412,"BRADY MARINE REPAIR CO., INC.",Administrative - Formal,Closed,CWA,308,,07/17/1998,0,0,200,1
04-1998-0429,"EATONVILLE, FL, TOWN OF",Administrative - Formal,Closed,CWA,308,09/18/1998,02/05/1999,3000,0,0,1
04-1998-0430,"EATONVILLE, FL, TOWN OF",Administrative - Formal,Closed,CWA,308,,11/05/1998,0,0,0,1
04-1998-0434,"PANAMA CITY, FL, CITY OF",Administrative - Formal,Closed,CWA,405,09/23/1998,01/21/1999,2000,0,0,1
04-1998-0435,"PANAMA CITY, FL, CITY OF",Administrative - Formal,Closed,CWA,405,,09/23/1998,0,0,0,1
04-1998-0438,"EUSTIS, FLORIDA, CITY OF",Administrative - Formal,Closed,CWA,308,09/22/1998,01/21/1999,2500,0,0,1
04-1998-0452,"N-VIRO INTERNATIONAL CORPORATION D/B/A FLORIDA N-VIRO, L.P.",Administrative - Formal,Closed,CWA,405,09/22/1998,04/28/1999,4000,0,0,1
04-1998-0453,"TAVARES, FLORIDA, CITY OF",Administrative - Formal,Closed,CWA,405,09/22/1998,02/25/1999,2500,0,0,1
04-1998-0464,"NORTH MIAMI, FL, CITY OF",Administrative - Formal,Final Order Issued,CWA,404,07/11/1995,06/03/1998,0,0,0,1
04-1998-0542,"SHORES, THOMAS",Administrative - Formal,Final Order Issued,CWA,404,03/17/1992,02/12/1998,0,0,0,1
04-1998-0543,"SLEETH, KENNETH J.",Administrative - Formal,Final Order Issued,CWA,404,04/09/1993,02/17/1998,0,0,0,1
04-1998-0546,"VAN ANDA, JOE",Administrative - Formal,Final Order Issued,CWA,404,03/17/1992,02/12/1998,0,0,0,1
04-1998-0578,U.S. NAVAL AIR STATION - JACKSONVILLE,Administrative - Formal,Final Order Issued,CWA,301,,08/24/1998,0,0,0,1
04-1998-0583,"FLORIDA ROCK INDUSTRIES, INC.",Administrative - Formal,Final Order Issued,CWA,404,10/28/1998,05/26/1999,5000,0,0,1
04-1998-0592,WILKINSON MARINE,Administrative - Formal,Final Order Issued,CWA,308,,10/14/1998,0,0,150,1
04-1998-0593,"UNDERSEE, INC.",Administrative - Formal,Final Order Issued,CWA,308,,10/14/1998,0,0,0,1
04-1998-0594,MARES INTERNATIONAL,Administrative - Formal,Closed,CWA,308,,10/14/1998,0,0,150,1
04-1998-0595,OTTER AIRBOATS,Administrative - Formal,Final Order Issued,CWA,308,,10/14/1998,0,0,150,1
04-1998-0596,SHORT GUYS SMALL BOATS,Administrative - Formal,Final Order Issued,CWA,308,,10/14/1998,0,0,150,1
04-1998-0597,"VIVA YACHTS, INC.",Administrative - Formal,Closed,CWA,308,,10/14/1998,0,0,150,1
04-1998-0598,CORSA MARINE LIMITED,Administrative - Formal,Final Order Issued,CWA,308,,10/14/1998,0,0,150,1
04-1998-0599,DEFENDER YACHT CORPORATION,Administrative - Formal,Closed,CWA,308,,10/14/1998,0,0,150,1
04-1998-0600,P.R. SPECIALTY,Administrative - Formal,Final Order Issued,CWA,308,,10/14/1998,0,0,150,1
04-1998-0603,EXXON COMPANY USA - NEW ORLEANS PRODUCTION,Administrative - Formal,Final Order Issued,CWA,301,,11/06/1998,0,0,0,1
04-1999-0009,"HALLENBACK, GILMAN",Administrative - Formal,Closed,CWA,404,12/02/1998,06/11/1999,0,0,0,1
04-1999-0016,"ORLANDO, FLORIDA CITY OF",Administrative - Formal,Final Order Issued,CWA,405,,12/09/1998,0,0,0,1
04-1999-0097,"OAK LEAF PROPERTIES, INC.",Administrative - Formal,Final Order Issued,CWA,404,02/11/1999,03/19/1999,22000,0,0,1
04-1999-0098,"DODDS, JOHN P. A/K/A GREEN POINT CONSTRUCTION",Administrative - Formal,Closed,CWA,404,02/11/1999,03/19/1999,4000,0,0,1
04-1999-0099,"ROUNDTREE, ROBERT",Administrative - Formal,Final Order Issued,CWA,404,02/11/1999,03/22/1999,4000,0,0,1
04-1999-0105,"LEE COUNTY, FL - FORT MYERS BEACH, FL, CITY OF",Administrative - Formal,Closed,CWA,405,,02/17/1999,0,0,0,1
04-1999-0125,"LEE COUNTY, FL, ENVIRONMENTAL SERVICES DEPARTMENT",Administrative - Formal,Closed,CWA,405,03/09/1999,07/19/1999,5000,0,0,1
04-1999-0127,MANATEE COUNTY PORT AUTHORITY - FL,Administrative - Formal,Closed,CWA,402,03/10/1999,08/20/1999,8000,0,0,1
04-1999-0129,"ORLANDO, FL, CITY OF/WATER CONSERV I WATER RECLAMATION FAC.",Administrative - Formal,Closed,CWA,405,03/12/1999,06/16/2000,15000,0,0,1
04-1999-0143,MANATEE COUNTY PORT AUTHORITY,Administrative - Formal,Closed,CWA,402,,01/26/1999,0,0,0,1
04-1999-0160,"EKKWILL TROPICAL FISH FARM, INC.",Administrative - Formal,Final Order Issued,CWA,404,,10/01/1998,0,0,0,1
04-1999-0163,FIVE STAR BUILDERS (GREG ISBELL),Administrative - Formal,Final Order Issued,CWA,404,12/02/1998,06/11/1999,0,0,0,1
04-1999-0167,"ROUNDTREE, ROBERT",Administrative - Formal,Final Order Issued,CWA,404,,03/22/1999,0,0,0,1
04-1999-0168,"OAK LEAF PROPERTIES, INC.",Administrative - Formal,Final Order Issued,CWA,404,,03/19/1999,0,0,0,1
04-1999-0242,"MACCLENNY, FL, CITY OF",Administrative - Formal,Final Order Issued,CWA,405,,05/13/1999,0,0,0,1
04-1999-0246,"ADNAN INVESTMENT & DEVELOPMENT, INC.",Administrative - Formal,Final Order Issued,CWA,404,,05/03/1999,0,0,0,1
04-1999-0262,"HOVERCRAFT CONCEPTS, INC.",Administrative - Formal,Closed,CWA,308,06/07/1999,07/19/2000,4000,0,0,1
04-1999-0285,"UNLIMITED GLASSWORKS, INC.",Administrative - Formal,Closed,CWA,308,06/24/1999,04/06/2001,2500,0,150,1
04-1999-0296,"PHYPERS, PAUL, G., JR., HAPPINESS FARMS; PGP PARTNERS, LTD",Judicial,Closed,CWA,404,06/28/2000,,,,,
04-1999-0347,ENRIQUE PRODUCE INC.,Administrative - Formal,Closed,CWA,308,,07/27/1999,0,0,500,1
